time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2022-01-09 20:00:00,0.0,0.0,3.510221,61.745815,174.24268,0.02440925,1.2824855
2022-01-09 21:00:00,0.0,0.0,3.456273,61.340233,174.5606,0.022029147,1.2632886
2022-01-09 22:00:00,0.0,0.0,3.3292818,61.04603,174.32852,0.018444382,1.2395362
2022-01-09 23:00:00,0.0,0.0,3.1623683,60.856777,173.3449,0.015651977,1.2059703
2022-01-10 00:00:00,0.0,0.0,3.0049171,60.661804,172.38544,0.0134422835,1.1757082
2022-01-10 01:00:00,0.0,0.0,2.8514683,60.47873,171.36198,0.013210483,1.1445247
2022-01-10 02:00:00,0.0,0.0,2.7212887,60.2693,170.5396,0.013531618,1.1259769
2022-01-10 03:00:00,0.0,0.0,2.6200695,60.17268,168.82837,0.014268956,1.1051656
2022-01-10 04:00:00,0.0,0.0,2.6192322,59.987686,168.53206,0.017669054,1.1078931
2022-01-10 05:00:00,0.0,0.0,2.8029797,59.736267,168.72517,0.029435985,1.123995
2022-01-10 06:00:00,0.0,0.0,3.1245124,59.483116,169.63329,0.06725658,1.157527
2022-01-10 07:00:00,0.0,0.0,3.4786997,59.34938,170.27383,0.13723934,1.1806571
2022-01-10 08:00:00,0.0,0.0,3.672022,59.36152,170.48431,0.25296706,1.1966991
2022-01-10 09:00:00,0.0,0.0,3.5697246,59.830524,169.89798,0.394331,1.2029961
2022-01-10 10:00:00,0.0,0.0,3.369021,60.69678,168.51465,0.4745659,1.2045401
2022-01-10 11:00:00,0.0,0.0,3.239121,61.595654,167.66042,0.4863763,1.2022574
2022-01-10 12:00:00,0.0,0.0,3.2014115,62.36179,167.06013,0.45293728,1.1914359
2022-01-10 13:00:00,0.0,0.0,3.2942455,62.85527,166.91664,0.3907997,1.1776291
2022-01-10 14:00:00,0.0,0.0,3.519401,62.983307,167.32524,0.29790306,1.1697032
2022-01-10 15:00:00,0.0,0.0,3.8461442,62.67151,168.85805,0.1817254,1.1714517
2022-01-10 16:00:00,0.0,0.0,4.166984,62.11498,170.78711,0.10619542,1.1707796
2022-01-10 17:00:00,0.0,0.0,4.35212,61.51407,172.97751,0.08401489,1.1825956
2022-01-10 18:00:00,0.0,0.0,4.3276377,61.061516,174.84537,0.074263655,1.2006953
2022-01-10 19:00:00,0.0,0.0,4.2578225,60.803204,175.59467,0.06328335,1.210067
2022-01-10 20:00:00,0.0,0.0,4.098928,60.654224,176.0759,0.051912874,1.204658
2022-01-10 21:00:00,0.0,0.0,3.9066262,60.47674,176.44368,0.04315208,1.1887661
2022-01-10 22:00:00,0.0,0.0,3.685649,60.37298,176.1337,0.033786483,1.1573404
2022-01-10 23:00:00,0.0,0.0,3.4497573,60.342747,175.37422,0.023691751,1.1335601
2022-01-11 00:00:00,0.0,0.0,3.2360437,60.275917,174.52895,0.017213942,1.1153982
2022-01-11 01:00:00,0.0,0.0,3.0126703,60.328857,173.46507,0.01316417,1.1097186
2022-01-11 02:00:00,0.0,0.0,2.867006,60.28322,172.6378,0.0106564155,1.1132601
2022-01-11 03:00:00,0.0,0.0,2.7635658,60.239246,171.99211,0.009680006,1.1185443
2022-01-11 04:00:00,0.0,0.0,2.7500775,60.166504,171.75659,0.011671615,1.133617
2022-01-11 05:00:00,0.0,0.0,2.8783514,60.01662,172.04633,0.021560209,1.1572059
2022-01-11 06:00:00,0.0,0.0,3.1443186,59.79636,172.6686,0.05748891,1.1880194
2022-01-11 07:00:00,0.0,0.0,3.4782207,59.61068,173.14911,0.12655318,1.2209096
2022-01-11 08:00:00,0.0,0.0,3.651755,59.67306,173.37605,0.2523391,1.2437559
2022-01-11 09:00:00,0.0,0.0,3.5660946,60.184128,172.7968,0.40575358,1.248563
2022-01-11 10:00:00,0.0,0.0,3.3399096,61.15366,171.32164,0.5049853,1.2428869
2022-01-11 11:00:00,0.0,0.0,3.2021568,62.123196,170.54349,0.5251363,1.2240711
2022-01-11 12:00:00,0.0,0.0,3.1708107,63.036182,169.82947,0.492197,1.2123474
2022-01-11 13:00:00,0.0,0.0,3.2797818,63.626102,169.72716,0.42262262,1.199537
2022-01-11 14:00:00,0.0,0.0,3.5253172,63.935783,170.60216,0.32160875,1.1978898
2022-01-11 15:00:00,0.0,0.0,3.8593347,63.73238,171.98674,0.20175873,1.2057264
2022-01-11 16:00:00,0.0,0.0,4.2613387,63.013695,174.44,0.11605162,1.2017688
2022-01-11 17:00:00,0.0,0.0,4.5684423,62.136517,177.05168,0.08388367,1.2143149
2022-01-11 18:00:00,0.0,0.0,4.6930156,61.346123,179.35765,0.07533914,1.2331316
2022-01-11 19:00:00,0.0,0.0,4.619189,60.84266,180.57721,0.06771614,1.24871
2022-01-11 20:00:00,0.0,0.0,4.4342885,60.58716,181.34021,0.058527544,1.2480266
2022-01-11 21:00:00,0.0,0.0,4.22004,60.395905,180.98965,0.04918559,1.2499799
2022-01-11 22:00:00,0.0,0.0,4.0025463,60.332565,180.69922,0.039733253,1.2296685
2022-01-11 23:00:00,0.0,0.0,3.7746208,60.240334,179.65897,0.02971137,1.2043412
2022-01-12 00:00:00,0.0,0.0,3.5490754,60.16614,178.58607,0.0224972,1.1790789
2022-01-12 01:00:00,0.0,0.0,3.350472,60.026855,177.81052,0.018915728,1.1660823
2022-01-12 02:00:00,0.0,0.0,3.2028143,59.88466,176.94635,0.017744092,1.1661853
2022-01-12 03:00:00,0.0,0.0,3.1051989,59.72677,175.84222,0.017668571,1.1564695
2022-01-12 04:00:00,0.0,0.0,3.0842757,59.554802,175.58395,0.019421497,1.164058
2022-01-12 05:00:00,0.0,0.0,3.2003174,59.42272,175.64192,0.032483675,1.1891049
2022-01-12 06:00:00,0.0,0.0,3.4581637,59.20403,175.85162,0.07530561,1.2237626
2022-01-12 07:00:00,0.0,0.0,3.7902663,59.03415,176.97609,0.16504943,1.2620116
2022-01-12 08:00:00,0.0,0.0,3.914693,59.234116,176.81548,0.3265975,1.2874473
2022-01-12 09:00:00,0.0,0.0,3.7491083,59.836872,175.48427,0.518462,1.2992579
2022-01-12 10:00:00,0.0,0.0,3.5113657,61.084484,174.18343,0.6266395,1.2935723
